Order_ID,Month,Product,Category,Quantity,Price
1088,Oct,Watch,Fashion,42,3000
1089,May,Watch,Fashion,25,3000
1090,Sep,Shoes,Fashion,17,2000
1091,Mar,Mobile,Electronics,6,15000
1092,Nov,Watch,Fashion,18,3000
1093,Apr,Watch,Fashion,50,3000
1094,Oct,Mobile,Electronics,17,15000
1095,Nov,TV,Electronics,13,35000
1096,Oct,Laptop,Electronics,3,50000
1097,Nov,Shoes,Fashion,8,2000
1098,Sep,Watch,Fashion,23,3000
1099,Aug,TV,Electronics,14,35000
1100,Apr,Mobile,Electronics,22,15000
1101,Apr,TV,Electronics,50,35000
1102,Apr,Mobile,Electronics,18,15000
1103,May,Refrigerator,Appliances,40,25000
1104,Feb,Laptop,Electronics,33,50000
1105,Feb,Laptop,Electronics,43,50000
1106,Jan,Mobile,Electronics,27,15000
1107,Aug,Refrigerator,Appliances,40,25000
1108,Feb,Laptop,Electronics,38,50000
1109,Jan,Laptop,Electronics,10,50000
1110,Feb,Mobile,Electronics,45,15000
1111,May,Mobile,Electronics,21,15000
1112,Mar,TV,Electronics,28,35000
1113,Jul,Watch,Fashion,8,3000
1114,Mar,Mobile,Electronics,4,15000
1115,Oct,Shoes,Fashion,36,2000
1116,Jan,TV,Electronics,31,35000
1117,Mar,Mobile,Electronics,19,15000
1118,Apr,Laptop,Electronics,1,50000
1119,Jan,Refrigerator,Appliances,31,25000
1120,Mar,Shoes,Fashion,1,2000
1121,Jul,TV,Electronics,19,35000
1122,Jun,Refrigerator,Appliances,25,25000
1123,Apr,Mobile,Electronics,21,15000
1124,Feb,Shoes,Fashion,8,2000
1125,Jan,Shoes,Fashion,42,2000
1126,Nov,Laptop,Electronics,45,50000
1127,Feb,Watch,Fashion,34,3000
1128,Jul,Mobile,Electronics,50,15000
1129,May,Shoes,Fashion,9,2000
1130,Nov,Refrigerator,Appliances,50,25000
1131,Jan,Watch,Fashion,33,3000
1132,May,Mobile,Electronics,33,15000
1133,Jun,TV,Electronics,35,35000
1134,Mar,Laptop,Electronics,7,50000
1135,May,TV,Electronics,47,35000
1136,Apr,Laptop,Electronics,49,50000
1137,Apr,Watch,Fashion,26,3000
1138,Jun,TV,Electronics,23,35000
1139,Aug,TV,Electronics,45,35000
1140,May,Refrigerator,Appliances,35,25000
1141,Dec,Mobile,Electronics,22,15000
1142,Feb,Mobile,Electronics,38,15000
1143,Sep,Laptop,Electronics,20,50000
1144,Dec,Shoes,Fashion,32,2000
1145,Aug,Watch,Fashion,27,3000
1146,Apr,Laptop,Electronics,18,50000
1147,Mar,Laptop,Electronics,22,50000
1148,Jul,TV,Electronics,8,35000
1149,Jul,Mobile,Electronics,6,15000
1150,Mar,Mobile,Electronics,32,15000
1151,Apr,Watch,Fashion,22,3000
1152,Sep,Shoes,Fashion,4,2000
1153,Sep,Laptop,Electronics,47,50000
1154,May,Laptop,Electronics,49,50000
1155,Dec,Shoes,Fashion,12,2000
1156,Sep,Shoes,Fashion,32,2000
1157,Jul,Laptop,Electronics,26,50000
1158,Sep,Watch,Fashion,26,3000
1159,Mar,TV,Electronics,13,35000
1160,Mar,Watch,Fashion,20,3000
1161,Jul,Laptop,Electronics,36,50000
1162,Oct,Refrigerator,Appliances,1,25000
1163,Apr,Shoes,Fashion,5,2000
1164,Feb,Mobile,Electronics,49,15000
1165,Feb,Shoes,Fashion,48,2000
1166,Mar,Shoes,Fashion,24,2000
1167,Oct,Refrigerator,Appliances,15,25000
1168,May,TV,Electronics,37,35000
1169,Mar,Shoes,Fashion,5,2000
1170,Sep,Shoes,Fashion,26,2000
1171,Oct,TV,Electronics,8,35000
1172,Jun,TV,Electronics,10,35000
1173,Jun,Laptop,Electronics,5,50000
1174,Sep,Mobile,Electronics,46,15000
1175,Oct,Laptop,Electronics,34,50000
1176,Feb,Refrigerator,Appliances,12,25000
1177,Oct,Mobile,Electronics,17,15000
1178,Nov,Mobile,Electronics,19,15000
1179,Oct,Refrigerator,Appliances,18,25000
1180,Sep,Laptop,Electronics,4,50000
1181,Mar,Watch,Fashion,18,3000
1182,Jan,Refrigerator,Appliances,11,25000
1183,Aug,TV,Electronics,50,35000
1184,Jul,Laptop,Electronics,41,50000
1185,Apr,Watch,Fashion,5,3000
1186,Sep,Watch,Fashion,24,3000
1187,Oct,TV,Electronics,38,35000
1188,Aug,TV,Electronics,11,35000
1189,Nov,Mobile,Electronics,26,15000
1190,Feb,Refrigerator,Appliances,47,25000
1191,May,TV,Electronics,34,35000
1192,Jan,Laptop,Electronics,24,50000
1193,Sep,Laptop,Electronics,39,50000
1194,Jun,Laptop,Electronics,33,50000
1195,Oct,Refrigerator,Appliances,38,25000
1196,Feb,Shoes,Fashion,12,2000
1197,Sep,Watch,Fashion,26,3000
1198,Jan,Refrigerator,Appliances,47,25000
1199,Feb,Laptop,Electronics,15,50000
1200,Aug,TV,Electronics,37,35000
1201,Oct,Mobile,Electronics,40,15000
1202,Apr,TV,Electronics,19,35000
1203,Feb,Watch,Fashion,23,3000
1204,Jun,Laptop,Electronics,1,50000
1205,Feb,Laptop,Electronics,23,50000
1206,Jul,Mobile,Electronics,43,15000
1207,Aug,TV,Electronics,4,35000
1208,Aug,Mobile,Electronics,31,15000
1209,Aug,TV,Electronics,16,35000
1210,Mar,Laptop,Electronics,6,50000
1211,Nov,Laptop,Electronics,2,50000
1212,Jul,Watch,Fashion,12,3000
1213,Oct,Watch,Fashion,8,3000
1214,Apr,Laptop,Electronics,24,50000
1215,Nov,Shoes,Fashion,37,2000
1216,Nov,Refrigerator,Appliances,32,25000
1217,Aug,TV,Electronics,50,35000
1218,Sep,TV,Electronics,34,35000
1219,May,Watch,Fashion,29,3000
1220,Sep,Refrigerator,Appliances,34,25000
1221,Jun,Shoes,Fashion,21,2000
1222,Jan,TV,Electronics,44,35000
1223,Jan,TV,Electronics,28,35000
1224,Jan,TV,Electronics,27,35000
1225,Dec,Shoes,Fashion,14,2000
1226,Nov,Laptop,Electronics,5,50000
1227,Mar,Mobile,Electronics,49,15000
1228,Jan,Shoes,Fashion,41,2000
1229,Dec,Watch,Fashion,8,3000
1230,May,TV,Electronics,13,35000
1231,Mar,Refrigerator,Appliances,16,25000
1232,Jun,Watch,Fashion,18,3000
1233,Jul,TV,Electronics,25,35000
1234,Jul,Mobile,Electronics,27,15000
1235,Aug,Mobile,Electronics,46,15000
1236,Feb,Watch,Fashion,23,3000
1237,Sep,Laptop,Electronics,45,50000
1238,Jan,TV,Electronics,14,35000
1239,Jun,Laptop,Electronics,13,50000
1240,Sep,TV,Electronics,34,35000
1241,Jan,Laptop,Electronics,29,50000
1242,Aug,Shoes,Fashion,7,2000
1243,Jun,Refrigerator,Appliances,19,25000
1244,Aug,TV,Electronics,21,35000
1245,Oct,Watch,Fashion,4,3000
1246,Apr,Shoes,Fashion,10,2000
1247,Apr,Laptop,Electronics,27,50000
1248,Nov,Mobile,Electronics,23,15000
1249,Oct,Laptop,Electronics,50,50000
1250,Nov,TV,Electronics,48,35000
1251,Oct,Mobile,Electronics,37,15000
1252,Oct,Mobile,Electronics,38,15000
1253,Feb,Watch,Fashion,41,3000
1254,Dec,Refrigerator,Appliances,32,25000
1255,Feb,Mobile,Electronics,48,15000
1256,Feb,Watch,Fashion,1,3000
1257,May,Shoes,Fashion,39,2000
1258,May,Laptop,Electronics,11,50000
1259,Aug,Watch,Fashion,8,3000
1260,Aug,Shoes,Fashion,14,2000
1261,May,Refrigerator,Appliances,30,25000
1262,Sep,Refrigerator,Appliances,36,25000
1263,Nov,Refrigerator,Appliances,46,25000
1264,May,TV,Electronics,37,35000
1265,Aug,Shoes,Fashion,19,2000
1266,Jan,Mobile,Electronics,8,15000
1267,May,Watch,Fashion,43,3000
1268,Jun,Shoes,Fashion,22,2000
1269,Jun,Watch,Fashion,47,3000
1270,May,TV,Electronics,49,35000
1271,Nov,TV,Electronics,23,35000
1272,Mar,Refrigerator,Appliances,13,25000
1273,Mar,Watch,Fashion,17,3000
1274,Jan,TV,Electronics,9,35000
1275,Sep,Mobile,Electronics,7,15000
1276,Jun,TV,Electronics,4,35000
1277,May,TV,Electronics,13,35000
1278,Jan,Refrigerator,Appliances,42,25000
1279,Feb,Shoes,Fashion,35,2000
1280,Nov,Refrigerator,Appliances,22,25000
1281,Jan,Laptop,Electronics,16,50000
1282,Jan,TV,Electronics,47,35000
1283,Jan,Shoes,Fashion,17,2000
1284,Jun,Watch,Fashion,23,3000
1285,Sep,Mobile,Electronics,18,15000
1286,Oct,Watch,Fashion,16,3000
1287,Jun,Laptop,Electronics,9,50000
1288,Jul,TV,Electronics,46,35000
1289,Jul,Watch,Fashion,1,3000
1290,Oct,TV,Electronics,17,35000
1291,May,Laptop,Electronics,12,50000
1292,Apr,Shoes,Fashion,20,2000
1293,Aug,Refrigerator,Appliances,17,25000
1294,Jun,Laptop,Electronics,17,50000
1295,Feb,Watch,Fashion,48,3000
1296,Mar,Laptop,Electronics,45,50000
1297,Sep,Shoes,Fashion,43,2000
1298,Aug,Shoes,Fashion,50,2000
1299,Dec,Mobile,Electronics,22,15000
1300,Feb,Mobile,Electronics,30,15000
1301,Dec,Shoes,Fashion,11,2000
1302,Jun,Shoes,Fashion,2,2000
1303,Nov,Laptop,Electronics,2,50000
1304,Mar,Mobile,Electronics,16,15000
1305,Jan,Watch,Fashion,44,3000
1306,Jun,Shoes,Fashion,1,2000
1307,Oct,Mobile,Electronics,31,15000
1308,Dec,TV,Electronics,16,35000
1309,Sep,Mobile,Electronics,50,15000
1310,Apr,Refrigerator,Appliances,10,25000
1311,Oct,Shoes,Fashion,49,2000
1312,Feb,Watch,Fashion,15,3000
1313,Jun,Refrigerator,Appliances,4,25000
1314,Dec,Refrigerator,Appliances,37,25000
1315,Feb,Laptop,Electronics,34,50000
1316,Dec,Watch,Fashion,31,3000
1317,Jun,Laptop,Electronics,13,50000
1318,Nov,TV,Electronics,16,35000
1319,May,Shoes,Fashion,29,2000
1320,Dec,Refrigerator,Appliances,7,25000
1321,Oct,Watch,Fashion,12,3000
1322,Dec,Mobile,Electronics,2,15000
1323,Mar,Laptop,Electronics,43,50000
1324,May,Watch,Fashion,38,3000
1325,Jul,Laptop,Electronics,48,50000
1326,Mar,Refrigerator,Appliances,5,25000
1327,Mar,Watch,Fashion,47,3000
1328,May,Refrigerator,Appliances,30,25000
1329,Jul,Watch,Fashion,36,3000
1330,Jan,Laptop,Electronics,39,50000
1331,Jul,Mobile,Electronics,47,15000
1332,Aug,Laptop,Electronics,22,50000
1333,Dec,Watch,Fashion,41,3000
1334,May,Watch,Fashion,9,3000
1335,Feb,Laptop,Electronics,41,50000
1336,Feb,Shoes,Fashion,34,2000
1337,Dec,Mobile,Electronics,7,15000
1338,Jun,Watch,Fashion,7,3000
1339,Jul,Shoes,Fashion,41,2000
1340,Oct,Laptop,Electronics,46,50000
1341,May,TV,Electronics,36,35000
1342,Aug,Laptop,Electronics,35,50000
1343,Jul,Refrigerator,Appliances,24,25000
1344,Jun,Watch,Fashion,25,3000
1345,Jan,Laptop,Electronics,7,50000
1346,Jul,TV,Electronics,35,35000
1347,Jan,Mobile,Electronics,9,15000
1348,Apr,Mobile,Electronics,23,15000
1349,Mar,Mobile,Electronics,36,15000
1350,Jan,Refrigerator,Appliances,38,25000
1351,Jan,Watch,Fashion,10,3000
1352,Mar,Mobile,Electronics,49,15000
1353,Nov,Laptop,Electronics,46,50000
1354,Jul,Refrigerator,Appliances,43,25000
1355,Jun,Refrigerator,Appliances,46,25000
1356,Mar,Shoes,Fashion,10,2000
1357,Apr,Mobile,Electronics,42,15000
1358,Dec,Refrigerator,Appliances,37,25000
1359,Jul,Mobile,Electronics,18,15000
1360,Apr,Shoes,Fashion,2,2000
1361,Jun,Mobile,Electronics,24,15000
1362,Aug,Shoes,Fashion,9,2000
1363,Oct,Refrigerator,Appliances,43,25000
1364,Dec,Mobile,Electronics,12,15000
1365,Nov,Refrigerator,Appliances,24,25000
1366,Jul,Mobile,Electronics,4,15000
1367,Dec,Shoes,Fashion,22,2000
1368,Dec,Shoes,Fashion,24,2000
1369,Apr,TV,Electronics,42,35000
1370,Feb,Watch,Fashion,5,3000
1371,Nov,Mobile,Electronics,25,15000
1372,Apr,Laptop,Electronics,2,50000
1373,Feb,Laptop,Electronics,43,50000
1374,Jan,TV,Electronics,38,35000
1375,May,Refrigerator,Appliances,22,25000
1376,Jun,Watch,Fashion,34,3000
1377,Dec,TV,Electronics,12,35000
1378,Apr,Watch,Fashion,33,3000
1379,Jun,Watch,Fashion,14,3000
1380,Jan,TV,Electronics,35,35000
1381,May,Watch,Fashion,7,3000
1382,Jun,Shoes,Fashion,41,2000
1383,Jun,Mobile,Electronics,47,15000
1384,Jun,Laptop,Electronics,38,50000
1385,Oct,Shoes,Fashion,17,2000
1386,Apr,Refrigerator,Appliances,48,25000
1387,Dec,Mobile,Electronics,31,15000
1388,Sep,Watch,Fashion,47,3000
1389,Apr,TV,Electronics,20,35000
1390,Apr,TV,Electronics,17,35000
1391,Mar,Refrigerator,Appliances,32,25000
1392,Apr,Laptop,Electronics,44,50000
1393,Nov,Mobile,Electronics,41,15000
1394,Sep,TV,Electronics,2,35000
1395,Dec,Refrigerator,Appliances,46,25000
1396,Aug,Laptop,Electronics,4,50000
1397,Dec,Laptop,Electronics,10,50000
1398,Jul,TV,Electronics,24,35000
1399,Feb,Shoes,Fashion,4,2000
1400,Apr,Shoes,Fashion,20,2000
1401,Nov,Laptop,Electronics,1,50000
1402,Apr,Watch,Fashion,19,3000
1403,Jul,Refrigerator,Appliances,22,25000
1404,Aug,Shoes,Fashion,29,2000
1405,Oct,TV,Electronics,7,35000
1406,Jul,Shoes,Fashion,35,2000
1407,Jun,Shoes,Fashion,42,2000
1408,Nov,Watch,Fashion,25,3000
1409,Jun,Watch,Fashion,44,3000
1410,Jul,Shoes,Fashion,35,2000
1411,Apr,Refrigerator,Appliances,40,25000
1412,Oct,TV,Electronics,40,35000
1413,Mar,Watch,Fashion,44,3000
1414,Sep,Watch,Fashion,13,3000
1415,Aug,Watch,Fashion,27,3000
1416,Mar,Laptop,Electronics,44,50000
1417,Jan,Shoes,Fashion,29,2000
1418,Feb,Watch,Fashion,43,3000
1419,Oct,Watch,Fashion,40,3000
1420,Jul,Shoes,Fashion,40,2000
1421,May,Mobile,Electronics,43,15000
1422,Oct,Refrigerator,Appliances,21,25000
1423,Jan,Shoes,Fashion,1,2000
1424,Sep,Laptop,Electronics,13,50000
1425,Dec,Watch,Fashion,30,3000
1426,Nov,Watch,Fashion,11,3000
1427,Mar,Refrigerator,Appliances,16,25000
1428,Dec,Shoes,Fashion,40,2000
1429,Jul,Mobile,Electronics,1,15000
1430,Jun,Refrigerator,Appliances,7,25000
1431,May,Refrigerator,Appliances,25,25000
1432,Sep,Laptop,Electronics,42,50000
1433,Aug,Laptop,Electronics,12,50000
1434,Feb,Mobile,Electronics,31,15000
1435,Feb,TV,Electronics,26,35000
1436,Nov,TV,Electronics,19,35000
1437,Jan,Laptop,Electronics,47,50000
1438,Sep,TV,Electronics,41,35000
1439,Oct,TV,Electronics,21,35000
1440,Nov,TV,Electronics,36,35000
1441,Sep,TV,Electronics,4,35000
1442,Jun,Watch,Fashion,33,3000
1443,Nov,Laptop,Electronics,13,50000
1444,Nov,Shoes,Fashion,50,2000
1445,Sep,Refrigerator,Appliances,19,25000
1446,Oct,Mobile,Electronics,23,15000
1447,Mar,Refrigerator,Appliances,35,25000
1448,Oct,Shoes,Fashion,13,2000
1449,Jan,Laptop,Electronics,30,50000
1450,Feb,Mobile,Electronics,43,15000
1451,Feb,TV,Electronics,14,35000
1452,Jun,Refrigerator,Appliances,41,25000
1453,Oct,Watch,Fashion,14,3000
1454,Aug,Shoes,Fashion,10,2000
1455,Jun,TV,Electronics,50,35000
1456,Jul,TV,Electronics,41,35000
1457,Aug,TV,Electronics,1,35000
1458,Aug,Shoes,Fashion,39,2000
1459,Dec,TV,Electronics,15,35000
1460,Jul,TV,Electronics,13,35000
1461,Jun,Shoes,Fashion,17,2000
1462,Nov,Mobile,Electronics,47,15000
1463,Feb,Watch,Fashion,9,3000
1464,Apr,Watch,Fashion,10,3000
1465,Dec,TV,Electronics,1,35000
1466,Oct,Refrigerator,Appliances,19,25000
1467,Sep,TV,Electronics,8,35000
1468,Feb,Watch,Fashion,6,3000
1469,Jan,Laptop,Electronics,6,50000
1470,Sep,TV,Electronics,49,35000
1471,Sep,Watch,Fashion,16,3000
1472,Dec,Laptop,Electronics,20,50000
1473,Apr,Refrigerator,Appliances,42,25000
1474,Oct,Laptop,Electronics,4,50000
1475,Sep,Laptop,Electronics,22,50000
1476,Oct,Shoes,Fashion,4,2000
1477,Feb,Watch,Fashion,28,3000
1478,Sep,Shoes,Fashion,15,2000
1479,Jan,Watch,Fashion,40,3000
1480,Jul,Refrigerator,Appliances,20,25000
1481,May,Mobile,Electronics,33,15000
1482,Apr,Mobile,Electronics,33,15000
1483,Apr,Refrigerator,Appliances,2,25000
1484,Apr,Mobile,Electronics,47,15000
1485,Aug,Watch,Fashion,19,3000
1486,Mar,TV,Electronics,6,35000
1487,Jul,TV,Electronics,11,35000
1488,Jan,TV,Electronics,14,35000
1489,May,Shoes,Fashion,36,2000
1490,Apr,TV,Electronics,30,35000
1491,Jan,Laptop,Electronics,41,50000
1492,Aug,Mobile,Electronics,27,15000
1493,Sep,Watch,Fashion,16,3000
1494,Jun,Watch,Fashion,27,3000
1495,Jul,Watch,Fashion,3,3000
1496,Jul,Laptop,Electronics,42,50000
1497,Jan,Watch,Fashion,18,3000
1498,Jan,Watch,Fashion,20,3000
1499,Feb,Watch,Fashion,20,3000
1500,Dec,Mobile,Electronics,21,15000
